codigo,descripcion,categoria,precioPublico,costo,stock
905001,CAMPERA BELOW ZERO,ABRIGOS,"$199.990,00","$10.490,00",0
845017,CAMPERA CORDERITO,ABRIGOS,"$99.990,00","$12.565,00",0
675004,CAMPERA CORDERITO,ABRIGOS,"$139.990,00","$12.565,00",0
845005,CHALECO CON VIVOS,ABRIGOS,"$159.990,00","$56.000,00",0
845230,CHALECO NYLON,ABRIGOS,"$159.990,00","$56.000,00",-1
845223,CHALECO SAINT PAUL,ABRIGOS,"$159.990,00","$56.000,00",1
845415,CHALECO COLUMBUS,ABRIGOS,"$159.990,00","$56.085,00",-1
845810,CAMPERA PUFFER SELLERS,ABRIGOS,"$198.990,00","$59.288,00",5
905603,CHALECO AUSTIN,ABRIGOS,"$159.990,00","$60.434,00",1
905602,CAMPERA AUSTIN,ABRIGOS,"$199.990,00","$64.782,00",-2
905804,CHALECO PUFFER BOONE,ABRIGOS,"$159.990,00","$64.782,00",1
845012,PARKA GABARDINA,ABRIGOS,"$169.990,00","$73.908,70",0
845222,CAMPERA ATLANTA,ABRIGOS,"$199.990,00","$74.990,00",1
285401,CAMPERA AUSTIN,ABRIGOS,"$199.990,00","$74.990,00",2
425402,CAMPERA BEVERLY,ABRIGOS,"$199.990,00","$74.990,00",1
905002,CAMPERA BLACK ICE,ABRIGOS,"$199.990,00","$74.990,00",1
425401,CAMPERA VEGAS,ABRIGOS,"$250.000,00","$74.990,00",1
845417,CHALECO DETROIT,ABRIGOS,"$159.990,00","$74.990,00",1
845414,CHALECO VIRGINIA,ABRIGOS,"$159.990,00","$74.990,00",0
425203,PARKA MALIBU,ABRIGOS,"$220.000,00","$74.990,00",0
845220,PARKA PORTLAND,ABRIGOS,"$169.990,00","$74.990,00",2
905601,CAMPERA BELOW ZERO,ABRIGOS,"$220.000,00","$82.173,00",-1
905806,CAMPERA PUFFER PECK,ABRIGOS,"$198.990,00","$86.086,00",5
905202,CAMPERA BLACK ICE,ABRIGOS,"$199.990,00","$86.952,17",0
905801,CAMPERA PUFFER CHOMB HACKMAN,ABRIGOS,"$218.990,00","$95.217,00",1
845808,TAPADO CITIZEN,ABRIGOS,"$297.990,00",##########,0
234905,BOXER,ACCESORIOS,"$19.990,00","$8.652,00",2
405702,BOXER CROSS,ACCESORIOS,"$19.990,00","$8.652,00",1
405703,BOXER LEAVES,ACCESORIOS,"$19.990,00","$8.652,00",3
590001,BOXER LISO,ACCESORIOS,"$19.990,00","$8.652,00",10
405701,BOXER LISO,ACCESORIOS,"$19.990,00","$8.652,00",7
405801,BOXER LISO,ACCESORIOS,"$19.990,00","$8.652,00",5
405101,BOXER LISO,ACCESORIOS,"$19.990,00","$8.652,00",3
405501,BOXER LISO,ACCESORIOS,"$19.990,00","$8.652,00",0
595405,BOXER LISO,ACCESORIOS,"$19.990,00","$8.652,00",-3
595405,BOXER LISO,ACCESORIOS,"$19.990,00","$8.652,00",-3
400001,BOXER LISO,ACCESORIOS,"$19.990,00","$8.652,00",-4
405503,BOXER LUNARES,ACCESORIOS,"$19.990,00","$8.652,00",0
400002,BOXER RAYADO,ACCESORIOS,"$19.990,00","$8.652,00",10
370002,BOXER RAYADO,ACCESORIOS,"$19.990,00","$8.652,00",5
570002,BOXER RAYADO,ACCESORIOS,"$19.990,00","$8.652,00",0
405804,BOXER RAYADO,ACCESORIOS,"$19.990,00","$8.652,00",0
405102,BOXER RAYADO,ACCESORIOS,"$19.990,00","$8.652,00",-3
595406,BOXER RAYAS,ACCESORIOS,"$19.990,00","$8.652,00",7
405502,BOXER RAYO,ACCESORIOS,"$19.990,00","$8.652,00",0
855801,SOQUETE PACK 2,ACCESORIOS,"$19.990,00","$8.652,00",7
915801,BUFANDA CHALTEN,ACCESORIOS,"$21.990,00","$9.521,00",1
525102,SOQUETE BASIC PACK,ACCESORIOS,"$21.990,00","$9.521,00",2
524902,SOQUETE COMBINADO PACK,ACCESORIOS,"$21.990,00","$9.521,00",1
524901,SOQUETE LISO PACK,ACCESORIOS,"$21.990,00","$9.521,00",0
855701,SOQUETES PACK X 2,ACCESORIOS,"$21.990,00","$9.521,00",0
855802,MEDIAS PACK COLOR X 2,ACCESORIOS,"$23.990,00","$10.390,00",6
235702,GORRA LISA MEDELLIN,ACCESORIOS,"$32.990,00","$10.826,00",-1
235703,GORRA TRUCKER CALI,ACCESORIOS,"$32.990,00","$10.826,00",1
235501,GORRA GASTADA,ACCESORIOS,"$29.990,00","$10.829,00",-4
235002,GORRA JOIN LIFE,ACCESORIOS,"$29.990,00","$10.829,00",0
235008,GORRA MOUNTAIN,ACCESORIOS,"$29.990,00","$10.829,00",-1
234903,GORRO TIGER,ACCESORIOS,"$29.990,00","$10.829,00",0
525615,GORRO USUAHIA,ACCESORIOS,"$19.990,00","$10.829,00",1
275501,OJOTAS ISO,ACCESORIOS,"$34.990,00","$12.490,00",2
235701,GORRA GASTADA CARTAGENA,ACCESORIOS,"$33.999,00","$12.565,00",0
325802,CINTO NOBUK,ACCESORIOS,"$39.990,00","$13.000,00",0
235606,RIÑONERA PRAGA,ACCESORIOS,"$49.900,00","$13.000,00",-1
235901,GORRA GASTADA CARTAGENA,ACCESORIOS,"$32.990,00","$13.869,00",3
235904,GORRA LISA BAIRES,ACCESORIOS,"$33.990,00","$13.869,00",3
235903,GORRA TRUCKER CALI,ACCESORIOS,"$29.990,00","$13.869,00",3
525616,BUFANDA ESCANDINAVA,ACCESORIOS,"$38.500,00","$16.042,00",0
235905,NECESER DOUBLE ZIP,ACCESORIOS,"$39.990,00","$16.042,00",2
235909,RIÑONERA CANVAS LUKE,ACCESORIOS,"$39.990,00","$16.042,00",1
235805,NECESER DOUBLE ZIP,ACCESORIOS,"$39.990,00","$16.958,00",2
230002,BILLETERA CON CIERRE,ACCESORIOS,"$44.990,00","$17.347,00",6
235006,BILLETERA RAYADA,ACCESORIOS,"$42.990,00","$17.347,00",0
235704,PORTACELULARES CANES,ACCESORIOS,"$39.990,00","$17.347,00",0
235301,RIÑONERA AIRBORN,ACCESORIOS,"$49.900,00","$17.347,00",0
234904,,ACCESORIOS,"$42.990,00","$17.347,00",-1
230001,BILLETERA CON TARJETERO,ACCESORIOS,"$46.990,00","$19.347,00",7
235907,RIÑONERA AIRBORN,ACCESORIOS,"$49.900,00","$20.391,00",3
235607,RIÑONERA AIRBORN,ACCESORIOS,"$46.990,00","$21.304,00",0
235908,RIÑONERA PIPA,ACCESORIOS,"$53.900,00","$23.000,00",1
235603,BANDOLERA HELSINKI,ACCESORIOS,"$57.990,00","$23.869,00",0
235614,BANDOLERA LISBOA,ACCESORIOS,"$67.990,00","$28.217,00",0
235706,NECESER MONACO,ACCESORIOS,"$64.990,00","$28.217,00",0
235813,BANDOLERA TRAVELER,ACCESORIOS,"$65.990,00","$28.652,00",0
235808,NECESER BAND,ACCESORIOS,"$65.990,00","$28.652,00",0
325801,CINTO CUERO CLASICO,ACCESORIOS,"$44.990,00","$29.464,00",3
216801,PERFUME AIRBORN,ACCESORIOS,"$69.990,00","$30.000,00",-10
106801,PERFUME AIRBORN BLACK,ACCESORIOS,"$69.990,00","$30.000,00",16
106802,PERFUME AIRBORN BLUE,ACCESORIOS,"$69.990,00","$30.000,00",10
235902,MOCHILA OSLO,ACCESORIOS,"$69.990,00","$30.391,00",3
235913,BOLSO CANVAS LUKE,ACCESORIOS,"$74.990,00","$32.564,00",3
235602,MOCHILA ESTOCOLMO,ACCESORIOS,"$98.990,00","$34.739,00",0
235812,BOLSA URBAN,ACCESORIOS,"$88.990,00","$38.695,00",1
230005,MOCHILA COMBINADA,ACCESORIOS,"$98.990,00","$43.043,00",1
295506,BERMUDA BLACK GIN,BERMUDAS,"$89.990,00","$28.217,00",3
844902,BERMUDA CAMO,BERMUDAS,"$89.990,00","$28.217,00",0
904306,BERMUDA CAMUFLADA,BERMUDAS,"$89.990,00","$28.217,00",0
295110,BERMUDA CARGO,BERMUDAS,"$89.990,00","$28.217,00",0
295514,BERMUDA CARGO DENIM,BERMUDAS,"$89.990,00","$28.217,00",3
290010,BERMUDA DARK HAWK,BERMUDAS,"$89.990,00","$28.217,00",12
295305,BERMUDA DARK ICE BREAK,BERMUDAS,"$89.990,00","$28.217,00",3
294917,BERMUDA EAGLE,BERMUDAS,"$89.990,00","$28.217,00",0
295114,BERMUDA ICE BREAK,BERMUDAS,"$89.990,00","$28.217,00",3
290009,BERMUDA LIGHT HAWK,BERMUDAS,"$89.990,00","$28.217,00",3
295306,BERMUDA LIGHT SNOW,BERMUDAS,"$89.990,00","$28.217,00",2
295109,BERMUDA MILITAR,BERMUDAS,"$89.990,00","$28.217,00",0
294911,BERMUDA MISSI,BERMUDAS,"$89.990,00","$28.217,00",0
294912,BERMUDA MISSI LIGHT,BERMUDAS,"$89.990,00","$28.217,00",0
844901,BERMUDA PLAIN,BERMUDAS,"$89.990,00","$28.217,00",3
295303,BERMUDA SHARK,BERMUDAS,"$89.990,00","$28.217,00",4
295306,BERMUDA SHARK,BERMUDAS,"$89.990,00","$28.217,00",2
295103,BERMUDA SNOW HAWK,BERMUDAS,"$89.990,00","$28.217,00",0
294913,BERMUDA JOGGER,BERMUDAS,"$89.990,00","$30.000,00",1
295120,BERMUDA JOGGER LIGHT HAWK,BERMUDAS,"$89.990,00","$30.000,00",1
290011,BERMUDA JOGGER MILITAR,BERMUDAS,"$89.990,00","$30.000,00",13
845505,BERMUDA JOGGER PREMIUM,BERMUDAS,"$89.990,00","$30.000,00",3
845312,BERMUDA LINO JOGGER,BERMUDAS,"$98.990,00","$30.000,00",3
845304,BERMUDA LINO JOGGER,BERMUDAS,"$98.990,00","$30.000,00",-1
295738,BERMUDA ANGIE,BERMUDAS,"$89.990,00","$34.347,00",1
845708,BERMUDA CARGO CALIFORNIA,BERMUDAS,"$89.990,00","$34.347,00",1
945904,BERMUDA CARGO WAYNE,BERMUDAS,"$89.990,00","$34.347,00",17
845107,BERMUDA CHINA,BERMUDAS,"$89.990,00","$34.347,00",6
844919,BERMUDA CHINO BASIC,BERMUDAS,"$89.990,00","$34.347,00",1
945903,BERMUDA CHINO BIRMIN,BERMUDAS,"$89.990,00","$34.347,00",33
845709,BERMUDA CHINO LINO BAHIA,BERMUDAS,"$98.990,00","$34.347,00",7
845504,BERMUDA CHINO PREMIUM,BERMUDAS,"$89.990,00","$34.347,00",26
295732,BERMUDA DAD ANGUS,BERMUDAS,"$89.990,00","$34.347,00",3
425908,BERMUDA JOGGER LINO TRAVIS,BERMUDAS,"$98.990,00","$34.347,00",21
845707,BERMUDA JOGGER PIPA,BERMUDAS,"$89.990,00","$34.347,00",5
295736,BERMUDA SKADI,BERMUDAS,"$89.990,00","$34.347,00",0
845302,BERMUDAS GABARDINA,BERMUDAS,"$89.990,00","$34.347,00",1
844913,BERMUDA LISA,BERMUDAS,"$89.990,00","$34.348,00",1
415904,BERMUDA CHINO KENNETH,BERMUDAS,"$89.990,00","$38.695,00",14
295935,BERMUDA DARLING,BERMUDAS,"$89.990,00","$38.695,00",4
295942,BERMUDA REGULAR BRIAN,BERMUDAS,"$89.990,00","$38.695,00",3
905702,BERMUDA JOGGER LINO MIAMI,BERMUDAS,"$98.990,00","$43.042,00",0
845721,BERMUDA JOGGER LINO,BERMUDAS,"$89.990,00","$44.500,00",0
905904,BERMUDA CARGO LINO TOM,BERMUDAS,"$108.990,00","$47.391,00",7
400001,BOXER LISO,BOXER,"$19.990,00","$8.652,00",-4
150002,BUZO WAFFLE,BUZOS,"$89.990,00","$23.869,00",7
155109,BUZO WAFFLE,BUZOS,"$89.990,00","$23.869,00",3
154920,BUZO WAFFLE,BUZOS,"$89.990,00","$23.869,00",2
675403,HOODIE BASIC RUSTICO PIMA,BUZOS,"$89.990,00","$26.000,00",2
335020,HOODIE MILITAR,BUZOS,"$89.990,00","$26.000,00",0
675108,HOODIE RUSTICO ISO,BUZOS,"$89.990,00","$26.000,00",3
675301,HOODIE RUSTICO LIVIANO,BUZOS,"$89.990,00","$26.000,00",5
155602,BUZO FRISA LIVIANO JOHN,BUZOS,"$89.990,00","$26.043,00",3
625602,BUZO SIBERIA,BUZOS,"$89.990,00","$26.043,00",4
675603,BUZO CLIMB,BUZOS,"$89.990,00","$27.347,00",1
695002,BUZO AIRBORN,BUZOS,"$89.990,00","$28.000,00",0
154923,BUZO BASIC,BUZOS,"$89.990,00","$28.000,00",0
155016,BUZO BASIC PLUSH,BUZOS,"$89.990,00","$28.000,00",2
155402,BUZO FRISA LIVIANO,BUZOS,"$89.990,00","$28.000,00",0
334913,BUZO GUNS,BUZOS,"$89.990,00","$28.000,00",2
675203,BUZO HALF ZIP FRISA,BUZOS,"$89.990,00","$28.000,00",2
445201,BUZO HOODIE BORDADO,BUZOS,"$99.990,00","$28.000,00",1
244902,BUZO HOODIE PLAIN,BUZOS,"$89.990,00","$28.000,00",0
155205,BUZO LISO FRISA,BUZOS,"$89.990,00","$28.000,00",2
745401,BUZO OVERSIZE BATIK,BUZOS,"$89.990,00","$28.000,00",1
244901,BUZO PLAIN,BUZOS,"$89.990,00","$28.000,00",1
625214,BUZO POLAR,BUZOS,"$89.990,00","$28.000,00",1
245302,BUZO RUSTICO SUEDE,BUZOS,"$89.990,00","$28.000,00",0
335004,BUZO TRICOLOR,BUZOS,"$89.990,00","$28.000,00",2
154813,BUZO WOOL,BUZOS,"$89.990,00","$28.000,00",0
675508,HOODIE AIRBORN CAP,BUZOS,"$89.990,00","$28.000,00",2
155010,HOODIE AIRBORN CLUB,BUZOS,"$89.990,00","$28.000,00",0
815004,HOODIE BATIK,BUZOS,"$89.990,00","$28.000,00",1
675207,HOODIE BICOLOR FRISA,BUZOS,"$89.990,00","$28.000,00",2
695001,HOODIE FRISA AIRBORN,BUZOS,"$89.990,00","$28.000,00",0
625401,HOODIE FRISA GOFRADO,BUZOS,"$89.990,00","$28.000,00",0
155018,HOODIE FRISA ISO,BUZOS,"$89.990,00","$28.000,00",0
745014,HOODIE GASTADO ACDC,BUZOS,"$89.990,00","$28.000,00",0
150007,HOODIE ISO FRISA,BUZOS,"$98.990,00","$28.000,00",-4
675201,HOODIE LANILLA,BUZOS,"$89.990,00","$28.000,00",1
675302,HOODIE MEDIO CIERRE LIVIANO,BUZOS,"$89.990,00","$28.000,00",5
745102,HOODIE ROCK GASTADO BOWIE,BUZOS,"$89.990,00","$28.000,00",0
675101,HOODIE RUSTICO MINIMA,BUZOS,"$89.990,00","$28.000,00",0
745001,HOODIE TEÑIDO EN PRENDA,BUZOS,"$89.990,00","$28.000,00",0
155009,HOODIE THE CLASH,BUZOS,"$89.990,00","$28.000,00",0
155006,HOODIE TRICOLOR,BUZOS,"$89.990,00","$28.000,00",0
675507,HOODIE Y2K,BUZOS,"$89.990,00","$28.000,00",3
675611,HOODIE AIRBORN CAP,BUZOS,"$89.990,00","$29.521,00",1
155601,HOODIE ALPES,BUZOS,"$89.990,00","$29.521,00",0
445602,HOODIE ALUD,BUZOS,"$89.990,00","$29.521,00",1
675610,HOODIE ARTICO,BUZOS,"$89.990,00","$29.521,00",8
155605,HOODIE COMBINADO ANDES,BUZOS,"$89.990,00","$29.521,00",1
675608,HOODIE COMBINADO SLIDE,BUZOS,"$89.990,00","$29.521,00",6
625601,HOODIE ISLANDIA,BUZOS,"$89.990,00","$29.521,00",0
675602,HOODIE OVER ALASKA,BUZOS,"$98.990,00","$29.521,00",0
675605,HOODIE WASHED FROST,BUZOS,"$98.990,00","$29.521,00",1
155802,BUZO FRISA LIVIANO JOHN,BUZOS,"$89.990,00","$34.347,00",0
675710,BUZO OVER HAWAII,BUZOS,"$95.990,00","$34.347,00",4
675708,BUZO OVER MAUI,BUZOS,"$95.990,00","$34.347,00",2
155803,BUZO WAFFLE PIPA,BUZOS,"$78.990,00","$34.347,00",4
155704,HOODIE BAHAMAS,BUZOS,"$95.990,00","$34.347,00",8
155705,HOODIE TAHITI,BUZOS,"$95.990,00","$34.347,00",3
155820,HOODIE WAFFLE LANCASTER,BUZOS,"$79.990,00","$34.347,00",6
155706,HOODIE HABANA,BUZOS,"$95.990,00","$34.738,00",1
675838,BUZO OVER RAYADO FOX,BUZOS,"$95.990,00","$38.695,00",2
675809,BUZO OVER WASHED NEW ARUBA,BUZOS,"$98.990,00","$43.042,00",9
675813,HOODIE NYC,BUZOS,"$98.990,00","$43.042,00",3
675805,HOODIE WASHED FROST,BUZOS,"$89.990,00","$43.042,00",6
945801,SWEATER PANAL WASHED ANDERS,BUZOS,"$114.000,00","$43.042,00",0
675802,HOODIE OVER ALASKA,BUZOS,"$89.990,00","$43.043,00",1
155810,BUZO BORDADO SIERRA CLUB,BUZOS,"$108.990,00","$43.638,00",1
155808,HOODIE BORDADO LAURELS,BUZOS,"$108.990,00","$47.381,00",0
675811,HOODIE GOFRADO HUDSON,BUZOS,"$108.990,00","$47.390,00",2
155812,BUZO BORDADI SINCE 1989,BUZOS,"$108.990,00","$47.391,00",3
155807,HOODIE BORDADO ARBN CLUB,BUZOS,"$108.990,00","$47.391,00",0
705807,BUZO RAGLAN PIMA CURTIS,BUZOS,"$118.990,00","$51.738,00",2
705806,BUZO MEDIO CIERRE COOPER,BUZOS,"$118.990,00","$51.739,00",3
275101,OJOTA AIRBORN,CALZADO,"$74.990,00","$1.930,00",0
455203,ZAPATILLA JAMES,CALZADO,"$25.800,00","$11.217,00",-1
395901,OJOTAS BIG ISO,CALZADO,"$74.990,00","$32.565,00",6
455803,ZAPATILLAS JAMES,CALZADO,"$139.990,00","$71.738,00",12
425906,CAMISA LINO MC ANTHONY,CAMISAS,"$119.990,00","$38.695,00",11
845702,CAMISA LINO MC RIO,CAMISAS,"$119.990,00","$38.695,00",6
815501,CAMISA LINO CUELLO MAO,CAMISAS,"$124.990,00","$38.696,00",0
810005,CAMISA LINO MANGA LARGA,CAMISAS,"$116.990,00","$38.696,00",-1
815102,CAMISA LINO MC,CAMISAS,"$116.990,00","$38.696,00",2
810004,CAMISA LINO MC,CAMISAS,"$119.990,00","$38.696,00",0
815103,CAMISA LINO ML,CAMISAS,"$116.990,00","$38.696,00",0
810006,CAMISA LINO RAYADA,CAMISAS,"$116.990,00","$38.696,00",2
815101,CAMISA LINO RAYADA,CAMISAS,"$124.990,00","$38.696,00",0
815503,CAMISA LINO RAYAS MAO,CAMISAS,"$124.990,00","$38.696,00",0
425904,CAMISA LINO JACK,CAMISAS,"$98.990,00","$39.086,00",2
814812,CAMISA AVE,CAMISAS,"$98.990,00","$43.042,00",0
810003,CAMISA BAR,CAMISAS,"$98.990,00","$43.042,00",2
224803,CAMISA BAR,CAMISAS,"$98.990,00","$43.042,00",0
815015,CAMISA BAR,CAMISAS,"$98.990,00","$43.042,00",0
815702,CAMISA BASIC MAO,CAMISAS,"$98.990,00","$43.042,00",15
810001,CAMISA BASIC NIGHT,CAMISAS,"$98.990,00","$43.042,00",77
814901,CAMISA BASIC NIGHT,CAMISAS,"$98.990,00","$43.042,00",0
814703,CAMISA BASICA LINEN,CAMISAS,"$98.990,00","$43.042,00",0
814814,CAMISA BLOSSOM,CAMISAS,"$98.990,00","$43.042,00",-1
814814,CAMISA BOLSSOM,CAMISAS,"$98.990,00","$43.042,00",-1
815707,CAMISA BUZIOS,CAMISAS,"$98.990,00","$43.042,00",15
815709,CAMISA COPACABANA,CAMISAS,"$98.990,00","$43.042,00",5
514809,CAMISA COWBOY,CAMISAS,"$98.990,00","$43.042,00",0
515203,CAMISA CUADROS,CAMISAS,"$98.990,00","$43.042,00",0
815716,CAMISA CUADROS TAILANDIA,CAMISAS,"$98.990,00","$43.042,00",11
730001,CAMISA DENIM,CAMISAS,"$98.990,00","$43.042,00",4
514909,CAMISA DENIM,CAMISAS,"$98.990,00","$43.042,00",1
510001,CAMISA DENIM,CAMISAS,"$98.990,00","$43.042,00",1
515801,CAMISA DENIM BLUE JIM,CAMISAS,"$98.990,00","$43.042,00",7
514910,CAMISA DENIM M/C,CAMISAS,"$98.990,00","$43.042,00",1
515802,CAMISA DENUM BLACK JOHN,CAMISAS,"$98.990,00","$43.042,00",4
815013,CAMISA DOTS,CAMISAS,"$98.990,00","$43.042,00",1
224801,CAMISA DOTS,CAMISAS,"$98.990,00","$43.042,00",0
814813,CAMISA EAGLE,CAMISAS,"$98.990,00","$43.042,00",2
515205,CAMISA ESCOSES,CAMISAS,"$98.990,00","$43.042,00",1
225005,CAMISA FEATHER,CAMISAS,"$98.990,00","$43.042,00",0
514902,CAMISA FIBRANA MC,CAMISAS,"$98.990,00","$43.042,00",2
514814,CAMISA FLORA,CAMISAS,"$98.990,00","$43.042,00",3
225003,CAMISA FLORA,CAMISAS,"$98.990,00","$43.042,00",0
514820,CAMISA FOWL,CAMISAS,"$98.990,00","$43.042,00",0
225004,CAMISA FOX,CAMISAS,"$98.990,00","$43.042,00",0
814820,CAMISA FUR,CAMISAS,"$98.990,00","$43.042,00",0
510002,CAMISA GABARDINA ML,CAMISAS,"$98.990,00","$43.042,00",4
815104,CAMISA GOTTA,CAMISAS,"$98.990,00","$43.042,00",3
225001,CAMISA HAZENUT,CAMISAS,"$98.990,00","$43.042,00",0
815007,CAMISA HOJAS,CAMISAS,"$98.990,00","$43.042,00",1
815710,CAMISA JAMAICA,CAMISAS,"$98.990,00","$43.042,00",3
814804,CAMISA JUNCO,CAMISAS,"$98.990,00","$43.042,00",2
814805,CAMISA LAVENDER,CAMISAS,"$98.990,00","$43.042,00",0
515114,CAMISA LIBELULA,CAMISAS,"$98.990,00","$43.042,00",1
224902,CAMISA LIBELULA,CAMISAS,"$98.990,00","$43.042,00",0
814819,CAMISA LINE,CAMISAS,"$98.990,00","$43.042,00",0
810007,CAMISA LINE,CAMISAS,"$98.990,00","$43.042,00",0
265403,CAMISA LINE,CAMISAS,"$98.990,00","$43.042,00",0
815105,CAMISA LUNARES,CAMISAS,"$98.990,00","$43.042,00",1
814908,CAMISA LUNARES,CAMISAS,"$98.990,00","$43.042,00",0
265504,CAMISA LUNARES,CAMISAS,"$98.990,00","$43.042,00",-2
514917,CAMISA M/C FLOR,CAMISAS,"$98.990,00","$43.042,00",1
514920,CAMISA M/C RAMA,CAMISAS,"$98.990,00","$43.042,00",2
514821,CAMISA MARGARITA,CAMISAS,"$98.990,00","$43.042,00",0
815107,CAMISA NIGHT,CAMISAS,"$98.990,00","$43.042,00",5
514825,CAMISA PAINT,CAMISAS,"$98.990,00","$43.042,00",0
225002,CAMISA PALM,CAMISAS,"$98.990,00","$43.042,00",1
515110,CAMISA PALM SPRING,CAMISAS,"$98.990,00","$43.042,00",1
224901,CAMISA PALMERA,CAMISAS,"$98.990,00","$43.042,00",0
514803,CAMISA PLAID,CAMISAS,"$98.990,00","$43.042,00",1
165304,CAMISA POPLIN ADAM,CAMISAS,"$98.990,00","$43.042,00",1
815205,CAMISA POPLIN BIRD,CAMISAS,"$98.990,00","$43.042,00",0
815404,CAMISA POPLIN CIERVO,CAMISAS,"$98.990,00","$43.042,00",1
810002,CAMISA POPLIN DOT,CAMISAS,"$98.990,00","$43.042,00",0
